time,channel,rate,drate,e
0.0,0,0.23401262088949942,1.0,1458.6756294616803
0.0,1,0.2505380785485038,1.0,1459.8800560085274
0.0,2,189.9259703045869,0.1271942359023764,511.22792465486737
0.0,2,27.642252378309614,0.0633272442759359,1146.3510663605637
0.0,2,22.452305476846426,0.04321594923686703,1675.104854725181
0.0,3,184.43111400152665,0.12951841543197573,511.09768722666973
0.0,3,28.077764180454995,0.07681256985943848,1145.8265446118007
0.0,3,20.09747818900462,0.04320213338872904,1675.0265170132066
0.0,4,84.80575784021607,0.07776214059377662,661.8576893611096
0.0,5,94.94455163833116,0.08215067236023603,661.7601947703494
0.0,6,24.76261456337104,0.04804365478842008,1174.773530634251
0.0,6,21.33937027258498,0.043003384548443546,1328.6430458881591
0.0,6,2.8178940280469167,0.014521841744189449,2505.4046218055523
0.0,7,22.1821865740811,0.0446998895302494,1175.3304958344322
0.0,7,19.3654716671625,0.04058622046002282,1328.8027917435945
0.0,7,2.2511280872938313,0.01292900556116602,2510.0983549510474
14400.000451564789,0,0.23870260465407508,1.0,1456.9539462694852
14400.000451564789,1,0.26380425949560565,1.0,1458.7874544325848
14400.000451564789,2,189.82312339934643,0.12720229021171145,511.2296932998952
14400.000451564789,2,27.643406844319664,0.06330673496587476,1146.4589638526102
14400.000451564789,2,22.524766623873145,0.04327504424619437,1675.0591145808723
14400.000451564789,3,184.52617589603187,0.12955067768758852,511.05262295217597
14400.000451564789,3,28.018753497442802,0.07671322130553734,1145.729743229846
14400.000451564789,3,19.98739375280764,0.04317728691569132,1675.0168657490246
14400.000451564789,4,84.94067028434658,0.07781328226214733,661.9976621712223
14400.000451564789,5,95.02925443457231,0.08218956914640115,661.8104917565664
14400.000451564789,6,24.77299364393517,0.048044857055875946,1174.7933570825553
14400.000451564789,6,21.278202979169563,0.0429486462275473,1328.6928147233298
14400.000451564789,6,2.846859058158425,0.014597966281648077,2505.1571072639094
14400.000451564789,7,22.126864052023354,0.04470509518049545,1175.345805803522
14400.000451564789,7,19.33944061171053,0.04059745730583392,1328.7718944994956
14400.000451564789,7,2.245566268126369,0.012902721925691158,2510.6344546523655
28800.001169204712,0,0.2233282276785114,1.0,1459.7933252330427
28800.001169204712,1,0.26501448041868575,1.0,1459.2581705923335
28800.001169204712,2,189.94603234826457,0.1272140037120105,511.22944526822215
28800.001169204712,2,27.750824970247308,0.06346467017283261,1146.236417774047
28800.001169204712,2,22.339329600817962,0.04313878071811344,1675.0176625264007
28800.001169204712,3,184.60586446560086,0.12955299239924703,510.9947209195256
28800.001169204712,3,28.01873791248643,0.07684418178094071,1145.3429168612208
28800.001169204712,3,20.024811756526674,0.043204554425576074,1674.469331826871
28800.001169204712,4,84.83194446216612,0.07777271848890058,661.9022627540484
28800.001169204712,5,95.21948534538213,0.08226781545114965,661.8968394074715
28800.001169204712,6,24.725516169208564,0.048033812541493415,1174.7584302709975
28800.001169204712,6,21.313872966701954,0.042983057999445844,1328.6366001029378
28800.001169204712,6,2.8345008197573995,0.014564158733385459,2505.581074043451
28800.001169204712,7,22.19640155277166,0.04468859512614379,1175.4582801808067
28800.001169204712,7,19.39584482457828,0.040615141280119726,1328.8010366106714
28800.001169204712,7,2.2342110720659925,0.012881340764533305,2510.278388902107
43200.00180435181,0,0.21671371619077617,1.0,1459.465035774046
43200.00180435181,1,0.26517321349493367,1.0,1459.2151195818058
43200.00180435181,2,189.83449604137192,0.12719457510830884,511.2250336565714
43200.00180435181,2,27.749029360950143,0.0634857915501994,1146.3749296679134
43200.00180435181,2,22.418201157050458,0.04316913828727811,1674.9792490073069
43200.00180435181,3,184.54359931679366,0.12955393568000043,510.99125799209503
43200.00180435181,3,27.95910987381032,0.07674924394431847,1145.6434038985967
43200.00180435181,3,20.04805399673725,0.04318264251179883,1674.7485100793117
43200.00180435181,4,84.84407971435742,0.07777899006029669,661.9583337460989
43200.00180435181,5,95.13361178524852,0.08222915147741248,661.7886355370817
43200.00180435181,6,24.728036921120946,0.048031335097833125,1174.9025613612516
43200.00180435181,6,21.271674892640807,0.042941063047151284,1328.5773446759
43200.00180435181,6,2.8652833228424015,0.01463661662014615,2505.290509085859
43200.00180435181,7,22.125895558193417,0.04461358632372,1175.3656881409784
43200.00180435181,7,19.324811472457544,0.04053378598154348,1328.7679778224451
43200.00180435181,7,2.2335319192551624,0.012879067416554651,2510.5852374672204
57600.002056121826,0,0.2307806196773352,1.0,1459.4769159730772
57600.002056121826,1,0.26768710417818775,1.0,1459.7634072601393
57600.002056121826,2,189.90704836717816,0.12718245815416374,511.2212789220286
57600.002056121826,2,27.80153267919522,0.06348588606778206,1146.3608841193432
57600.002056121826,2,22.442583343104243,0.04319653414700175,1674.9815818444627
57600.002056121826,3,184.47706783235412,0.12954884451070278,510.9360213641748
57600.002056121826,3,27.956113354645947,0.07639639372506064,1145.4038471452081
57600.002056121826,3,20.02702613603874,0.04323001462280063,1674.7004307105847
57600.002056121826,4,84.87882791059673,0.0777899072933592,661.8874207121798
57600.002056121826,5,95.12246367942834,0.08222516393001167,661.867346425274
57600.002056121826,6,24.790615736831707,0.04806697223826639,1174.938964926289
57600.002056121826,6,21.308514409672682,0.04299052021754409,1328.6215086254967
57600.002056121826,6,2.8520894243630734,0.014614610375323132,2504.92311463086
57600.002056121826,7,22.149211841277037,0.04466309221712517,1175.2952681377321
57600.002056121826,7,19.37317350228997,0.040577003838668586,1328.7495103333003
57600.002056121826,7,2.2297166074357295,0.012848982370650706,2510.784639235681
71844.03917312622,0,0.17039631603728703,1.0,1460.6872951928847
71844.03917312622,1,0.2531322288902393,1.0,1458.6699969062388
71844.03917312622,2,189.725164922992,0.1285342909391643,511.2155840161074
