2.5,1.34148e-40
7.5,1.73349e-36
12.5,1.3788e-32
17.5,6.75042e-29
22.5,2.03435e-25
27.5,3.77408e-22
32.5,4.31046e-19
37.5,3.03122e-16
42.5,1.31272e-13
47.5,3.50187e-11
52.5,5.75675e-09
57.5,5.83533e-07
62.5,3.65061e-05
67.5,0.0014116
72.5,0.0338152
77.5,0.503751
82.5,4.6965
87.5,27.7
92.5,105.307
97.5,266.56
102.5,474.349
107.5,644.213
112.5,738.376
117.5,780.166
122.5,799.378
127.5,809.281
132.5,813.964
137.5,815.919
142.5,817.382
147.5,819.656
152.5,823.881
157.5,832.284
162.5,849.285
167.5,883.102
172.5,944.708
177.5,1039.74
182.5,1158.01
187.5,1273.3
192.5,1358.11
197.5,1399.97
202.5,1403.69
207.5,1381.08
212.5,1342.02
217.5,1293.4
222.5,1241.28
227.5,1191.15
232.5,1146.47
237.5,1107.98
242.5,1074.45
247.5,1043.95
252.5,1014.8
257.5,986.158
262.5,958.23
267.5,931.887
272.5,907.826
277.5,886.091
282.5,866.214
287.5,847.596
292.5,829.753
297.5,812.385
302.5,795.34
307.5,778.544
312.5,761.985
317.5,745.807
322.5,730.436
327.5,716.548
332.5,704.815
337.5,695.553
342.5,688.481
347.5,682.764
352.5,677.331
357.5,671.335
362.5,664.489
367.5,657.136
372.5,650.018
377.5,643.905
382.5,639.264
387.5,636.113
392.5,634.069
397.5,632.559
402.5,631.069
407.5,629.322
412.5,627.329
417.5,625.331
422.5,623.678
427.5,622.679
432.5,622.427
437.5,622.605
442.5,622.306
447.5,619.933
452.5,613.277
457.5,599.862
462.5,577.59
467.5,545.521
472.5,504.473
477.5,457.086
482.5,407.232
487.5,358.99
492.5,315.604
497.5,278.874
502.5,249.109
507.5,225.539
512.5,206.874
517.5,191.797
522.5,179.259
527.5,168.582
532.5,159.437
537.5,151.736
542.5,145.499
547.5,140.726
552.5,137.304
557.5,134.981
562.5,133.395
567.5,132.158
572.5,130.951
577.5,129.62
582.5,128.282
587.5,127.526
592.5,128.874
597.5,135.753
602.5,155.245
607.5,200.734
612.5,295.009
617.5,472.461
622.5,777.858
627.5,1258.74
632.5,1949.78
637.5,2851.16
642.5,3908.36
647.5,5004.45
652.5,5974.56
657.5,6643.77
662.5,6877.79
667.5,6626.42
672.5,5940.67
677.5,4955.5
682.5,3846.24
687.5,2777.9
692.5,1867.3
697.5,1168.72
702.5,681.663
707.5,371.127
712.5,189.277
717.5,91.1033
722.5,42.0445
727.5,19.2139
732.5,9.2049
737.5,4.97154
742.5,3.16062
747.5,2.31631
752.5,1.85676
757.5,1.56416
762.5,1.35875
767.5,1.20865
772.5,1.09723
777.5,1.01258
782.5,0.944555
787.5,0.884659
792.5,0.826489
797.5,0.766201
802.5,0.702526
807.5,0.63631
812.5,0.569708
817.5,0.505296
822.5,0.445343
827.5,0.391396
832.5,0.344195
837.5,0.303808
842.5,0.269876
847.5,0.241852
852.5,0.219185
857.5,0.201423
862.5,0.188249
867.5,0.179432
872.5,0.174711
877.5,0.173643
882.5,0.175441
887.5,0.178894
892.5,0.182395
897.5,0.184135
902.5,0.182409
907.5,0.175967
912.5,0.164312
917.5,0.147825
922.5,0.127693
927.5,0.105635
932.5,0.083529
937.5,0.0630442
942.5,0.0453698
947.5,0.0311069
952.5,0.0203073
957.5,0.0126168
962.5,0.00745756
967.5,0.00419254
972.5,0.00224129
977.5,0.00113918
982.5,0.000550428
987.5,0.000252805
992.5,0.000110361
997.5,4.57894e-05
1002.5,1.80557e-05
1007.5,6.76624e-06
1012.5,2.40966e-06
1017.5,8.15508e-07
1022.5,2.62276e-07
1027.5,8.01564e-08
1032.5,2.3279e-08
1037.5,6.42438e-09
1042.5,1.68475e-09
1047.5,4.19826e-10
1052.5,9.94104e-11
1057.5,2.23675e-11
1062.5,4.78211e-12
1067.5,9.71483e-13
1072.5,1.87525e-13
1077.5,3.43941e-14
1082.5,5.99386e-15
1087.5,9.92475e-16
1092.5,1.56141e-16
1097.5,2.33395e-17
1102.5,3.31465e-18
1107.5,4.47247e-19
1112.5,5.73343e-20
1117.5,6.98285e-21
1122.5,8.07967e-22
1127.5,8.88158e-23
1132.5,9.27504e-24
1137.5,9.20159e-25
1142.5,8.6721e-26
1147.5,7.76413e-27
1152.5,6.6033e-28
1157.5,5.33486e-29
1162.5,4.09422e-30
1167.5,2.98468e-31
1172.5,2.0668e-32
1177.5,1.35946e-33
1182.5,8.49361e-35
1187.5,5.04049e-36
1192.5,2.8412e-37
1197.5,1.52115e-38
1202.5,7.73538e-40
1207.5,3.54585e-41
1212.5,0
1217.5,0
1222.5,0
1227.5,0
1232.5,0
1237.5,0
1242.5,0
1247.5,0
1252.5,0
1257.5,0
1262.5,0
1267.5,0
1272.5,0
1277.5,0
1282.5,0
1287.5,0
1292.5,0
1297.5,0
1302.5,0
1307.5,0
1312.5,0
1317.5,0
1322.5,0
1327.5,0
1332.5,0
1337.5,0
1342.5,0
1347.5,0
1352.5,0
1357.5,0
1362.5,0
1367.5,0
1372.5,0
1377.5,0
1382.5,0
1387.5,0
1392.5,0
1397.5,0
1402.5,0
1407.5,0
1412.5,0
1417.5,0
1422.5,0
1427.5,0
1432.5,0
1437.5,0
1442.5,0
1447.5,0
1452.5,0
1457.5,0
1462.5,0
1467.5,0
1472.5,0
1477.5,0
1482.5,0
1487.5,0
1492.5,0
1497.5,0
1502.5,0
1507.5,0
1512.5,0
1517.5,0
1522.5,0
1527.5,0
1532.5,0
1537.5,0
1542.5,0
1547.5,0
1552.5,0
1557.5,0
1562.5,0
1567.5,0
1572.5,0
1577.5,0
1582.5,0
1587.5,0
1592.5,0
1597.5,0
1602.5,0
1607.5,0
1612.5,0
1617.5,0
1622.5,0
1627.5,0
1632.5,0
1637.5,0
1642.5,0
1647.5,0
1652.5,0
1657.5,0
1662.5,0
1667.5,0
1672.5,0
1677.5,0
1682.5,0
1687.5,0
1692.5,0
1697.5,0
1702.5,0
1707.5,0
1712.5,0
1717.5,0
1722.5,0
1727.5,0
1732.5,0
1737.5,0
1742.5,0
1747.5,0
1752.5,0
1757.5,0
1762.5,0
1767.5,0
1772.5,0
1777.5,0
1782.5,0
1787.5,0
1792.5,0
1797.5,0
1802.5,0
1807.5,0
1812.5,0
1817.5,0
1822.5,0
1827.5,0
1832.5,0
1837.5,0
1842.5,0
1847.5,0
1852.5,0
1857.5,0
1862.5,0
1867.5,0
1872.5,0
1877.5,0
1882.5,0
1887.5,0
1892.5,0
1897.5,0
1902.5,0
1907.5,0
1912.5,0
1917.5,0
1922.5,0
1927.5,0
1932.5,0
1937.5,0
1942.5,0
1947.5,0
1952.5,0
1957.5,0
1962.5,0
1967.5,0
1972.5,0
1977.5,0
1982.5,0
1987.5,0
1992.5,0
1997.5,0
2002.5,0
2007.5,0
2012.5,0
2017.5,0
2022.5,0
2027.5,0
2032.5,0
2037.5,0
2042.5,0
2047.5,0
2052.5,0
2057.5,0
2062.5,0
2067.5,0
2072.5,0
2077.5,0
2082.5,0
2087.5,0
2092.5,0
2097.5,0
2102.5,0
2107.5,0
2112.5,0
2117.5,0
2122.5,0
2127.5,0
2132.5,0
2137.5,0
2142.5,0
2147.5,0
2152.5,0
2157.5,0
2162.5,0
2167.5,0
2172.5,0
2177.5,0
2182.5,0
2187.5,0
2192.5,0
2197.5,0
2202.5,0
2207.5,0
2212.5,0
2217.5,0
2222.5,0
2227.5,0
2232.5,0
2237.5,0
2242.5,0
2247.5,0
2252.5,0
2257.5,0
2262.5,0
2267.5,0
2272.5,0
2277.5,0
2282.5,0
2287.5,0
2292.5,0
2297.5,0
2302.5,0
2307.5,0
2312.5,0
2317.5,0
2322.5,0
2327.5,0
2332.5,0
2337.5,0
2342.5,0
2347.5,0
2352.5,0
2357.5,0
2362.5,0
2367.5,0
2372.5,0
2377.5,0
2382.5,0
2387.5,0
2392.5,0
2397.5,0
2402.5,0
2407.5,0
2412.5,0
2417.5,0
2422.5,0
2427.5,0
2432.5,0
2437.5,0
2442.5,0
2447.5,0
2452.5,0
2457.5,0
2462.5,0
2467.5,0
2472.5,0
2477.5,0
2482.5,0
2487.5,0
2492.5,0
2497.5,0
2502.5,0
2507.5,0
2512.5,0
2517.5,0
2522.5,0
2527.5,0
2532.5,0
2537.5,0
2542.5,0
2547.5,0
2552.5,0
2557.5,0
2562.5,0
2567.5,0
2572.5,0
2577.5,0
2582.5,0
2587.5,0
2592.5,0
2597.5,0
2602.5,0
2607.5,0
2612.5,0
2617.5,0
2622.5,0
2627.5,0
2632.5,0
2637.5,0
2642.5,0
2647.5,0
2652.5,0
2657.5,0
2662.5,0
2667.5,0
2672.5,0
2677.5,0
2682.5,0
2687.5,0
2692.5,0
2697.5,0
2702.5,0
2707.5,0
2712.5,0
2717.5,0
2722.5,0
2727.5,0
2732.5,0
2737.5,0
2742.5,0
2747.5,0
2752.5,0
2757.5,0
2762.5,0
2767.5,0
2772.5,0
2777.5,0
2782.5,0
2787.5,0
2792.5,0
2797.5,0
2802.5,0
2807.5,0
2812.5,0
2817.5,0
2822.5,0
2827.5,0
2832.5,0
2837.5,0
2842.5,0
2847.5,0
2852.5,0
2857.5,0
2862.5,0
2867.5,0
2872.5,0
2877.5,0
2882.5,0
2887.5,0
2892.5,0
2897.5,0
2902.5,0
2907.5,0
2912.5,0
2917.5,0
2922.5,0
2927.5,0
2932.5,0
2937.5,0
2942.5,0
2947.5,0
2952.5,0
2957.5,0
2962.5,0
2967.5,0
2972.5,0
2977.5,0
2982.5,0
2987.5,0
2992.5,0
2997.5,0

